customer_tweet_id,customer_text,historical_brand_reply,predicted_intent,confidence,best_similarity,retrieved_count,action,decision_reason,retrieved_reply
2015096,This @115858 keyboard glitch on the new IOS is super annoying.,@595861 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,device_functionality_issue,0.5404,1.0,8,ESCALATE,Device-specific troubleshooting required,@595861 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
154418,"Since it’s most recent update my #IPhone6Plus keeps doing weird stuff. Like shutting itself off then on again, closing apps and freezing the screen @AppleSupport","@151384 We'll gladly assist. When you say ""most recent update,"" are you referring to iOS 11.1.2? Where are you located? Let us know in DM. https://t.co/GDrqU2kzhr",software_update_issue,0.4299,0.306,8,ESCALATE,Low intent confidence,@519704 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
845899,"@115858 version 11.03 is terrible. Glitches everywhere, my phone is a walking hazard now. Tried to use webpage and even it crashed!",@321058 Let's get things working better on your iPhone. Could you join us in DM with more details? https://t.co/GDrqU22YpT,performance_freezing,0.3596,0.0,0,ESCALATE,Device-specific troubleshooting required,
1781373,"@116333 Pls fix software update 4 iPhone. Update 11.0.1 and 11.0.2 is NIGHTMARE. Battery drains FAST, screen locks, crackling static.WTH?",@535209 That's not the experience we want for you. Please send us a DM and tell us more about what's going on with your iPhone. https://t.co/GDrqU22YpT,battery_issue,0.5844,0.2751,13,ESCALATE,Low intent confidence,@601016 Let's work to get this battery working as expected. Go ahead and send us a DM. We'll follow up with you there. https://t.co/GDrqU22YpT
2293948,"@666129 @666130 @AppleSupport It can be fixed by using your keyboard shortcuts: phrase “I”, shortcut “i”. This is a temp. fix until Apple releases a official fix.","@666128 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",device_functionality_issue,0.432,0.2756,3,ESCALATE,Device-specific troubleshooting required,"@481367 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
1442430,I'm having the same issue @115858 don't play with me ! https://t.co/LOsCFgjP6o,@454687 Let us help with your iPhone! DM us your exact iOS version. We’ll continue troubleshooting from there. https://t.co/GDrqU22YpT,general_support,0.1933,0.4953,9,ESCALATE,Intent is too broad or unclear,@468250 Let's partner together on this. Which iOS version did you update to? Let us know in DM. https://t.co/GDrqU22YpT
2012122,pronto ai todo dia meu iPhone vai pedir pra restaurar é ? ajuda @AppleSupport,@130159 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,general_support,0.3361,0.2853,14,ESCALATE,Intent is too broad or unclear,"@275247 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
97591,"Fuck this question mark thing, like for real... I trust fellow tweeters (or twatters as I like to call them) still understand the tweet, but still. First I️t was just the letter I now it’s also it... What. The. Fuck. @115858","@137355 Please be sure your device is updated to iOS 11.1.2. The recent updates include a fix for autocorrect issues.  If the issues are still occurring at that point, shoot us over a DM and we'll take it from there. https://t.co/GDrqU22YpT",other,0.7697,1.0,19,ESCALATE,Intent is too broad or unclear,"@137355 Please be sure your device is updated to iOS 11.1.2. The recent updates include a fix for autocorrect issues.  If the issues are still occurring at that point, shoot us over a DM and we'll take it from there. https://t.co/GDrqU22YpT"
2205829,@AppleSupport whats going on after attempting to install high sierra on my imac please? Its completely dead https://t.co/IxdKj4Q5Al,"@644947 We'd be happy to help with your Mac. If you restart the device, does it come back to this screen? Does an error message show before this appears? Let us know in DM, please. https://t.co/GDrqU22YpT",information_or_how_to,0.301,0.0,0,ESCALATE,Low intent confidence,
1081806,"@AppleSupport my phone battery is draining ,,, it’s a most stupid update you make,,, #missusteve",@375182 We're here to help you. Check out the suggestions shown here: https://t.co/bivpdfBNJ6 and keep us posted.,battery_issue,0.9275,0.4125,11,AUTO-HANDLE,High-confidence historical match,"@609178 We can help you with this issue. Please send us a DM when you have a chance, and we'll work with you there. https://t.co/GDrqU22YpT"
1527732,@AppleSupport It has been on this sceeen for two hours. Before that it would just reject and say the activation server was down. https://t.co/ZkMrA7IvfA,@474355 Go ahead and reach out to us in DM and we'll continue to get this working there. https://t.co/GDrqU22YpT,general_support,0.4391,0.5456,10,ESCALATE,Intent is too broad or unclear,@326044 We’d love to help. Send us a DM letting us know which device you’re using if activation can't be completed. https://t.co/GDrqU22YpT
26698,"It’s an important letter, @115858. Fix it.",@121847 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,0.7968,1.0,17,ESCALATE,Intent is too broad or unclear,@121847 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
609775,my phones been like this since yesterday @115858 help https://t.co/45J1e86P8j,"@264969 We can resolve this issue. Send us a DM, and we'll walk you through it. https://t.co/GDrqU22YpT",general_support,0.3096,1.0,17,ESCALATE,Intent is too broad or unclear,"@264969 We can resolve this issue. Send us a DM, and we'll walk you through it. https://t.co/GDrqU22YpT"
1565157,@AppleSupport can y’all just send me a new charger,@483201 We'd be happy to look into this with you further. DM us using the link below to get started. https://t.co/GDrqU22YpT,battery_issue,0.5784,0.4624,5,ESCALATE,Low intent confidence,@273592 We'd love to assist you. DM us at the link below for further assistance. https://t.co/GDrqU22YpT
2004684,Purposefully used contractions instead of “I️” bc @AppleSupport has dropped the ball &amp; that’s the ish I️ don’t like https://t.co/LEtFPFEEBY,"@312816 Let’s take a look at this. If you're on iOS 11.1, try this: https://t.co/xU1AGHStV6 Questions? Feel free to send us a DM. https://t.co/GDrqU22YpT",general_support,0.2682,0.2538,7,ESCALATE,Intent is too broad or unclear,@589866 Thanks for reaching out for help with the update. Please meet us in DM and we'll see how we can best help. https://t.co/GDrqU22YpT
1545210,@AppleSupport hey guys. Have the iPhone X on ATT it doesn't even show me the activation menu. just goes right to the setup as new or restore,@478579 Hello. Thank you for your patience. Please try the activation again and let us know what happens in DM. https://t.co/GDrqU22YpT,device_functionality_issue,0.1593,1.0,2,ESCALATE,Device-specific troubleshooting required,@478579 Hello. Thank you for your patience. Please try the activation again and let us know what happens in DM. https://t.co/GDrqU22YpT
1629760,@AppleSupport can’t type the letter after h in the alphabet. What gives? I’m going insane.,@498846 We've got a workaround that we'd like you to try. Follow the steps listed here: https://t.co/xU1AGHStV6 Keep us posted!,information_or_how_to,0.3444,1.0,3,ESCALATE,Low intent confidence,@498846 We've got a workaround that we'd like you to try. Follow the steps listed here: https://t.co/xU1AGHStV6 Keep us posted!
1168576,@AppleSupport I went on dm... COME ON,@394871 We’ve received your DM and will continue there shortly. Thank you for your patience.,general_support,0.4626,1.0,5,ESCALATE,Intent is too broad or unclear,@394871 We’ve received your DM and will continue there shortly. Thank you for your patience.
449525,@AppleSupport omg I don't want the new ios I want my messages back,@221535 We can understand. Let's work on recovering your messages in DM. Join us with the link below. https://t.co/GDrqU22YpT,information_or_how_to,0.2349,0.3618,5,ESCALATE,Low intent confidence,"@501443 Rest assured, the steps to turn off Auto-Brightness are listed here under ""About brightness levels"": https://t.co/bkqEVCrK2l"
1232927,@115858 @AppleSupport my 5s ruined by https://t.co/rau4UsMxYm,@409166 Oh no. Let's see what's going on. Can you provide us details of what you're experiencing?,general_support,0.4423,1.0,17,ESCALATE,Intent is too broad or unclear,@409166 Oh no. Let's see what's going on. Can you provide us details of what you're experiencing?
1882719,@AppleSupport also it’s got so slow + unresponsive when u tap buttons since I upgraded to this software. Solutions plz? Android maybe??,@561850 We'd like to know more to help. Is it all buttons that are slow to respond or a specific one? DM us and we'll continue. https://t.co/GDrqU22YpT,performance_freezing,0.5667,0.238,5,ESCALATE,Device-specific troubleshooting required,"@571593 Hello. We know device performance is important. Send us a DM, and we'll take a look into  this. https://t.co/GDrqU22YpT"
1546733,"@AppleSupport No it freezes, I press the off button and then after around 30’s it goes black then goes back to the home screen","@478952 Let's rule out any compatibility issues that could cause this, be sure all your apps are updated in the App Store by going to 'Updates.' You mentioned being on iOS 11, we've released a few versions. What is the exact version you have? https://t.co/ZTw54HL4Rm",device_functionality_issue,0.6475,0.374,11,ESCALATE,Device-specific troubleshooting required,@435268 We'd like to take a look into this with you. Could you please send us a DM so we can gather some additional info? https://t.co/GDrqU22YpT
2397957,@AppleSupport Billing problem but I haven’t purchased anything recently,@536747 We'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN,account_or_billing_issue,0.6269,0.4563,8,AUTO-HANDLE,High-confidence historical match,@431577 We know how unknown charges can be concerning. These could be authorization holds. Check out https://t.co/l34gyOgq0C
